date,open,high,low,close,volume
6/20/2024 12:00,66169.86,66300.5,65864.88,65979.99,1282.52182
6/20/2024 13:00,65979.99,65998,65136.22,65142.65,2651.10672
6/20/2024 14:00,65142.65,65188.99,64658.06,64952.02,1979.37081
6/20/2024 15:00,64952.02,65126.91,64788.4,64831.23,1418.7677
6/20/2024 16:00,64831.24,64950,64559.15,64888,1552.4506
6/20/2024 17:00,64887.99,65027.26,64690.79,64970.02,778.89348
6/20/2024 18:00,64970.01,65217.21,64940,65116.01,712.23293
6/20/2024 19:00,65116.01,65116.01,64830,65050,2164.87422
6/20/2024 20:00,65049.99,65200.11,65001.97,65099.99,776.74481
6/20/2024 21:00,65100,65188.23,65040.51,65050.46,272.03163
6/20/2024 22:00,65050.47,65150.48,64970,64989.95,288.29161
6/20/2024 23:00,64989.95,65064.42,64848.7,64869.99,688.69097
6/21/2024 0:00,64869.99,64940,64635.49,64832,752.02054
6/21/2024 1:00,64832,65015.4,64655.17,64967.98,938.18606
6/21/2024 2:00,64967.99,65066.66,64721.01,64786,555.58921
6/21/2024 3:00,64786,64832.75,64345,64506.14,905.30357
6/21/2024 4:00,64506.15,64673.02,64318,64670,832.17164
6/21/2024 5:00,64670,64681.02,64508,64661.47,524.09296
6/21/2024 6:00,64661.47,64736.1,64562.5,64627.64,627.49011
6/21/2024 7:00,64627.64,64739.09,64190.76,64201.63,1033.34054
6/21/2024 8:00,64201.63,64372.15,63522.75,63639.64,2349.97676
6/21/2024 9:00,63639.64,64300,63564.37,64100,1803.08001
6/21/2024 10:00,64100,64174,63814,63896.02,856.49464
6/21/2024 11:00,63896.02,64060.01,63672.55,63770,1106.70545
6/21/2024 12:00,63770.01,63929.98,63505,63827.39,1278.63406
6/21/2024 13:00,63827.39,63879.07,63379.35,63615.21,2331.22014
6/21/2024 14:00,63615.21,64360,63452.47,64222.84,2304.87226
6/21/2024 15:00,64222.83,64353.54,63445.41,63732.02,2003.80076
6/21/2024 16:00,63732.02,63838.71,63564.56,63657.29,1135.06578
6/21/2024 17:00,63657.28,63891.68,63465.17,63671.04,964.64571
6/21/2024 18:00,63671.04,64187.03,63648.02,64172.01,1073.12054
6/21/2024 19:00,64172.01,64264.95,63944.12,64232.01,862.93662
6/21/2024 20:00,64232.01,64460.14,64099.89,64200.52,648.78071
6/21/2024 21:00,64200.52,64208,63828.09,64084.43,473.39359
6/21/2024 22:00,64084.44,64199.7,64084.44,64155.02,357.67606
6/21/2024 23:00,64155.02,64224,64072,64143.56,274.9667
6/22/2024 0:00,64143.56,64185.9,63943.82,64056.47,461.16193
6/22/2024 1:00,64056.46,64221.45,64056.46,64144.33,285.47049
6/22/2024 2:00,64144.34,64342.54,64144.34,64303.4,570.81187
6/22/2024 3:00,64303.41,64332,64271.95,64327.45,297.5896
6/22/2024 4:00,64327.46,64367.17,64253.07,64364.11,377.51077
6/22/2024 5:00,64364.12,64427.98,64257.79,64424.21,463.6551
6/22/2024 6:00,64424.21,64530.61,64362.06,64430,602.16681
6/22/2024 7:00,64430.01,64540.26,64324.67,64520,678.37346
6/22/2024 8:00,64519.99,64546.81,64284,64289.15,475.3325
6/22/2024 9:00,64289.16,64338.28,64214.43,64325.99,284.74271
6/22/2024 10:00,64325.99,64372.66,64280,64311.71,343.46448
6/22/2024 11:00,64311.72,64320,64237.58,64265.26,272.80866
6/22/2024 12:00,64265.27,64336,64265.26,64297.84,226.94866
6/22/2024 13:00,64297.85,64303.22,64246.52,64284,267.01339
6/22/2024 14:00,64284,64397.82,64250.25,64287.96,268.62232
6/22/2024 15:00,64287.96,64307.09,64255.01,64307.08,167.80696
6/22/2024 16:00,64307.09,64362,64272.29,64321.28,179.0808
6/22/2024 17:00,64321.29,64348.87,64255,64256.37,176.04539
6/22/2024 18:00,64256.38,64328.94,64250.71,64260.81,199.49552
6/22/2024 19:00,64260.82,64295.02,64218.5,64295.01,174.47579
6/22/2024 20:00,64295.01,64303.48,64246.01,64283.99,127.19799
6/22/2024 21:00,64284,64330,64266.8,64330,118.36581
6/22/2024 22:00,64330,64330,64272.09,64315.79,99.20098
6/22/2024 23:00,64315.79,64328,64260,64262.01,191.61343
6/23/2024 0:00,64262.01,64520,64262,64476.43,472.64444
6/23/2024 1:00,64476.44,64521,64329.36,64476.19,310.34267
6/23/2024 2:00,64476.2,64507.17,64370,64507.17,257.21046
6/23/2024 3:00,64507.17,64519.57,64416.13,64416.14,182.71393
6/23/2024 4:00,64416.14,64428.25,64375.19,64378.02,151.16526
6/23/2024 5:00,64378.02,64419.98,64349.49,64380,127.56865
6/23/2024 6:00,64380.01,64413.58,64380,64386.5,104.96806
6/23/2024 7:00,64386.51,64433.03,64376.41,64415.27,142.71216
6/23/2024 8:00,64415.27,64435.72,64384.19,64395.43,146.36716
6/23/2024 9:00,64395.44,64437.28,64395.43,64418.81,303.74792
6/23/2024 10:00,64418.81,64418.81,64281.32,64305.6,283.29094
6/23/2024 11:00,64305.6,64341.46,64252.85,64341.45,212.32588
6/23/2024 12:00,64341.46,64376,64318.15,64375.99,177.48139
6/23/2024 13:00,64376,64429.1,64254.02,64297.79,308.12524
6/23/2024 14:00,64297.79,64310,64140.9,64192.01,370.05892
6/23/2024 15:00,64192,64200,64049.41,64094,527.46436
6/23/2024 16:00,64094.01,64180.01,63918.58,63927.49,529.5917
6/23/2024 17:00,63927.48,64178.76,63927.48,64120.39,517.17854
6/23/2024 18:00,64120.39,64153.39,64068,64111.98,193.89915
6/23/2024 19:00,64111.99,64187.62,64094.45,64149.78,189.70895
6/23/2024 20:00,64149.78,64159,63601.01,63740.01,740.60659
6/23/2024 21:00,63740.02,63860,63536,63844.67,597.62536
6/23/2024 22:00,63844.67,63844.67,63639.99,63657.99,358.10896
6/23/2024 23:00,63658,63700.01,63178.32,63210.01,1019.54778
6/24/2024 0:00,63210.01,63336.32,62903.69,63080,1925.84276
6/24/2024 1:00,63080.01,63348.32,62920,63315.99,935.34633
6/24/2024 2:00,63315.99,63369.8,62695.02,62880.94,1067.46485
6/24/2024 3:00,62880.95,63077.44,62767.65,62862,697.96527
6/24/2024 4:00,62862,62952,62634,62840.97,793.08191
6/24/2024 5:00,62840.96,62881.86,62258.01,62314.01,1848.67059
6/24/2024 6:00,62314.01,62426,62160.72,62405,1118.00877
6/24/2024 7:00,62405,62596.24,62177.37,62456,1308.32245
6/24/2024 8:00,62456,62975.6,62340.01,62730.92,1372.26622
6/24/2024 9:00,62730.92,62867,60567.01,61402.28,6567.42005
6/24/2024 10:00,61402.28,61582,61125,61167.15,2512.20979
6/24/2024 11:00,61167.15,61382.65,60836.09,61291.95,1684.89795
6/24/2024 12:00,61291.95,61514.55,61121.21,61215.21,1297.70351
6/24/2024 13:00,61215.21,61649.63,60915.93,61569.2,1473.0343
6/24/2024 14:00,61569.19,61700,61100,61303.41,1418.61356
6/24/2024 15:00,61303.41,61368,60670.36,60843.99,1607.6034
6/24/2024 16:00,60843.99,61044.44,60000,60168.01,4635.48117
6/24/2024 17:00,60168.01,60548.46,59859,60244.89,6177.39401
6/24/2024 18:00,60244.89,60487,59711.2,60412.01,2431.20962
6/24/2024 19:00,60412.01,60478.34,59058,59306.72,3165.80995
6/24/2024 20:00,59306.72,59660,58402,59514,4532.01753
6/24/2024 21:00,59514,60119.24,59411.11,60119.24,1967.93007
6/24/2024 22:00,60119.24,60277.11,59985.79,60048.98,798.42749
6/24/2024 23:00,60048.98,60442.71,60002.59,60293.3,824.63259
6/25/2024 0:00,60293.3,60664.3,60257.06,60409.11,1114.44867
6/25/2024 1:00,60409.11,60511,60282,60492,470.01385
6/25/2024 2:00,60492,60725.05,60412,60676.01,759.3559
6/25/2024 3:00,60676.01,61598.87,60624.22,61302.59,2473.83812
6/25/2024 4:00,61302.59,61420,61160.05,61371.27,1053.71457
6/25/2024 5:00,61371.27,61420,60931.9,61024.01,779.22902
6/25/2024 6:00,61024.01,61188.39,60958,61139.67,853.86078
6/25/2024 7:00,61139.67,61255.6,60624.63,60685.16,1391.58252
6/25/2024 8:00,60685.16,60911.63,60668.01,60860.12,889.81277
6/25/2024 9:00,60860.11,61583.18,60838.48,61468.01,1341.74689
6/25/2024 10:00,61468.01,61468.01,61156.38,61317.17,1319.2722
6/25/2024 11:00,61317.17,61488.71,61125.17,61187.64,1128.24023
6/25/2024 12:00,61187.64,61270.13,60953.23,61048.51,1426.8808
6/25/2024 13:00,61048.51,61432.42,61012,61200,1361.76099
6/25/2024 14:00,61200,62134,61155.75,61763.44,3157.36991
6/25/2024 15:00,61763.44,61960,61314.66,61810,2789.78876
6/25/2024 16:00,61810,61939.23,61364.31,61390.01,1776.15816
6/25/2024 17:00,61387.4,61780,61331.47,61381.44,1054.39397
6/25/2024 18:00,61381.44,62230,61135.37,62159.09,2134.65931
6/25/2024 19:00,62159.09,62420,61806.12,61975.46,1562.7805
6/25/2024 20:00,61975.46,62079.47,61872.26,61924.01,711.66315
6/25/2024 21:00,61924,62030,61810,61916.53,431.56954
6/25/2024 22:00,61916.53,62162.49,61866.68,61909.99,479.20552
6/25/2024 23:00,61909.99,61946.39,61664,61806.01,727.89748
6/26/2024 0:00,61806.01,61861.15,61643.48,61767.72,636.93974
6/26/2024 1:00,61767.72,62184.31,61728.17,62090.01,1251.60881
6/26/2024 2:00,62090.01,62487.81,62012.73,62028.01,1073.78712
6/26/2024 3:00,62028.01,62079.99,61850.75,61936.07,576.48555
6/26/2024 4:00,61936.07,61990,61712.94,61712.96,880.71261
6/26/2024 5:00,61712.96,61795.99,61553.95,61562.01,972.33006
6/26/2024 6:00,61562.01,61678.83,61520,61577.21,732.54122
6/26/2024 7:00,61577.21,61800,61530,61720.02,906.53293
6/26/2024 8:00,61720.02,61754.6,61370.44,61472.48,860.37161
6/26/2024 9:00,61472.48,61524.34,61310,61376.73,662.64915
6/26/2024 10:00,61376.73,61418.82,61149.64,61264.3,1239.97558
6/26/2024 11:00,61264.3,61561.47,61264.29,61445.26,730.40766
6/26/2024 12:00,61445.26,61588.13,61338,61431.47,1095.2336
6/26/2024 13:00,61431.47,61840.34,61381.08,61760,1116.88699
6/26/2024 14:00,61760,61980,61549.61,61728.13,1237.91032
6/26/2024 15:00,61728.13,61766,61182.8,61467.86,1263.87551
6/26/2024 16:00,61467.85,61547.02,61151.63,61274.01,939.79382
6/26/2024 17:00,61274,61358.76,60855,61242,1753.70824
6/26/2024 18:00,61242,61245.92,60902,60910.02,832.68478
6/26/2024 19:00,60910.02,61142,60715.3,61000.01,1489.50301
6/26/2024 20:00,61000.01,61155.66,60712,60993.36,1103.64524
6/26/2024 21:00,60993.36,61080,60921.04,61054.35,371.43605
6/26/2024 22:00,61054.35,61054.36,60783.13,60924.61,429.15827
6/26/2024 23:00,60924.61,60969.79,60783.26,60864.99,327.48676
6/27/2024 0:00,60864.98,61052.65,60764.73,60982,711.03625
6/27/2024 1:00,60982,61150,60890.47,61064.01,521.26664
6/27/2024 2:00,61064.01,61096.02,60852.87,61029.49,453.58608
6/27/2024 3:00,61029.49,61300,60946.01,61037.31,705.11535
6/27/2024 4:00,61037.31,61192,61013.24,61114.02,468.57266
6/27/2024 5:00,61114.02,61148.84,60792,60805.5,542.57773
6/27/2024 6:00,60805.5,60853.06,60606.63,60742.01,1033.96191
6/27/2024 7:00,60742,60914.51,60715.54,60794.01,669.62418
6/27/2024 8:00,60794.01,60866,60736.62,60866,435.21925
6/27/2024 9:00,60866,61346,60818,61282.78,824.33069
6/27/2024 10:00,61282.78,61455.15,61110,61110.01,788.44759
6/27/2024 11:00,61110.01,61314.2,61096,61196.02,580.05999
6/27/2024 12:00,61196.01,61660,61154.6,61341.88,1198.51794
6/27/2024 13:00,61341.87,61994,61314,61990,1761.82668
6/27/2024 14:00,61990,62389.22,61696.64,61729.99,2096.81938
6/27/2024 15:00,61730,61855.23,61532.45,61576,1189.89492
6/27/2024 16:00,61576,61829.99,61539.77,61714.57,716.51025
6/27/2024 17:00,61714.58,62015.52,61690,61842.11,655.06938
6/27/2024 18:00,61842.11,61930,61740,61882.39,516.02192
6/27/2024 19:00,61882.39,61890,61411.7,61450,669.77212
6/27/2024 20:00,61450,61582,61338.56,61493.11,559.60341
6/27/2024 21:00,61493.11,61587.06,61472.01,61536.04,310.78152
6/27/2024 22:00,61536.04,61672.46,61523.03,61640.01,339.93213
6/27/2024 23:00,61640.01,61719.92,61611,61706.47,595.73834
6/28/2024 0:00,61706.46,61729.85,61472.37,61560,596.69218
6/28/2024 1:00,61559.99,62225.31,61500,62091.99,1166.68712
6/28/2024 2:00,62091.99,62149.77,61584.76,61730.67,1571.98745
6/28/2024 3:00,61730.67,61919.33,61650.01,61828.17,614.97738
6/28/2024 4:00,61828.17,61834.41,61500.07,61750.44,564.53381
6/28/2024 5:00,61750.44,61750.44,61500,61604.01,509.45189
6/28/2024 6:00,61604,61669.41,61504.48,61620.96,419.18226
6/28/2024 7:00,61620.96,61620.96,61236,61350.01,1186.45262
6/28/2024 8:00,61350.01,61480.21,61212.11,61480.21,678.62809
6/28/2024 9:00,61480.21,61592,61349.99,61547.55,851.08559
6/28/2024 10:00,61547.55,61595.68,61435.41,61548.14,847.59463
6/28/2024 11:00,61548.14,61792.34,61482.96,61690,1020.21818
6/28/2024 12:00,61690,61875,61275.61,61395.09,2303.90314
6/28/2024 13:00,61395.09,61848.49,61233.92,61297.99,1809.2388
6/28/2024 14:00,61297.99,61510,60780.01,60928.02,2188.61778
6/28/2024 15:00,60928.01,61191.62,60751,61062.01,1344.07255
6/28/2024 16:00,61062,61119.58,60650,60940.01,1533.90519
6/28/2024 17:00,60940.01,61076.25,60708.32,60826.63,882.38291
6/28/2024 18:00,60826.63,60870,60669.74,60828.02,673.72332
6/28/2024 19:00,60828.02,60849.82,60079.41,60123.73,2041.46353
6/28/2024 20:00,60123.73,60357.93,60063,60229.92,814.30975
6/28/2024 21:00,60229.92,60400,60132.83,60366.01,463.63378
6/28/2024 22:00,60366,60412.4,60293.88,60367.99,408.98193
6/28/2024 23:00,60367.99,60450,60360,60427.84,329.46867
6/29/2024 0:00,60427.84,60820,60383.77,60770.71,1386.17567
6/29/2024 1:00,60770.71,61009.29,60757.04,60901.03,815.03662
6/29/2024 2:00,60901.03,60978.28,60703.53,60766.05,602.8214
6/29/2024 3:00,60766.05,60811.45,60714.04,60762,301.13975
6/29/2024 4:00,60762,60800,60704.46,60773.55,251.11233
6/29/2024 5:00,60773.55,60788.2,60726.05,60762.02,250.05971
6/29/2024 6:00,60762.02,60857.28,60742.08,60847.75,246.69071
6/29/2024 7:00,60847.75,61146.64,60831.44,61052.3,915.03523
6/29/2024 8:00,61052.3,61087.36,60912.72,60982.03,455.52026
6/29/2024 9:00,60982.03,61006.68,60890.03,60970,478.67677
6/29/2024 10:00,60970,61033.34,60907.8,60994.36,461.93585
6/29/2024 11:00,60994.36,61224,60923.74,61102.33,894.28566
6/29/2024 12:00,61102.33,61161.8,60990.74,61045.43,572.24837
6/29/2024 13:00,61045.43,61182.7,61010,61102.98,517.96661
6/29/2024 14:00,61102.98,61160,60949.67,61018.01,542.43096
6/29/2024 15:00,61018.01,61106,60956.79,61106,364.18703
6/29/2024 16:00,61106,61124,60915.12,61009.91,386.68835
6/29/2024 17:00,61009.91,61060.98,60937.03,61040.77,339.98388
6/29/2024 18:00,61040.77,61065,60990,61059.04,232.46287
6/29/2024 19:00,61059.04,61080,60933.98,61057.39,291.28873
6/29/2024 20:00,61057.38,61088.4,60970,61050,319.46435
6/29/2024 21:00,61050,61090,60944.94,61044.99,319.53467
6/29/2024 22:00,61044.99,61060,60839.51,60970,362.76005
6/29/2024 23:00,60970,61059.37,60940,60986.68,202.05321
6/30/2024 0:00,60986.68,61078.01,60922,61024.55,362.93786
6/30/2024 1:00,61024.55,61043.44,60930.03,60961.99,340.23076
6/30/2024 2:00,60961.99,60961.99,60740.94,60834.27,779.37325
6/30/2024 3:00,60834.27,60949.36,60791.98,60898.32,323.57561
6/30/2024 4:00,60898.32,60901.2,60765.18,60777.55,271.34112
6/30/2024 5:00,60777.54,60809.99,60712.21,60789.26,291.90375
6/30/2024 6:00,60789.26,61040.18,60771.33,61040.18,434.42125
6/30/2024 7:00,61040.17,61782,61040.17,61528.01,2146.12361
6/30/2024 8:00,61528.01,61608.07,61393.07,61556.01,715.99557
6/30/2024 9:00,61556,61713.65,61511.11,61529.7,632.89719
6/30/2024 10:00,61529.7,61634.72,61504.42,61540,379.8306
6/30/2024 11:00,61540,61668,61524.51,61560,624.88318
6/30/2024 12:00,61560,61660,61346,61496,533.79097
6/30/2024 13:00,61496,61747,61456.34,61719.61,738.73927
6/30/2024 14:00,61719.61,61860,61528.16,61587.11,880.16588
6/30/2024 15:00,61587.11,61776.71,61587.1,61717.9,512.18463
6/30/2024 16:00,61717.9,61749.08,61590.01,61603.54,407.98837
6/30/2024 17:00,61603.54,61864.01,61603.54,61707.99,754.34647
6/30/2024 18:00,61707.99,62109.81,61674.25,62055.31,745.67203
6/30/2024 19:00,62055.3,62100,61892,62026.83,585.15229
6/30/2024 20:00,62026.83,62412.42,61980.92,61990.01,1400.34505
6/30/2024 21:00,61990,62014,61835.2,61940.01,480.99924
6/30/2024 22:00,61940,62952.2,61940,62901.01,2054.44523
6/30/2024 23:00,62901,63058.76,62762.32,62772.01,928.95818
7/1/2024 0:00,62772.01,62944,62573.32,62931.99,987.12645
7/1/2024 1:00,62931.98,63730,62901.71,63640.82,2570.40171
7/1/2024 2:00,63640.81,63818.33,63288.53,63435.86,2037.33231
7/1/2024 3:00,63435.86,63536.47,63340,63437.69,1264.46281
7/1/2024 4:00,63437.69,63466.92,63223.2,63279.79,517.1528
7/1/2024 5:00,63279.79,63457.47,63262,63432.94,418.26492
7/1/2024 6:00,63432.94,63464.74,63293.75,63404,526.6083
7/1/2024 7:00,63403.99,63432,63260.71,63277.84,486.84295
7/1/2024 8:00,63277.84,63314.99,62836.47,62923.91,1388.89036
7/1/2024 9:00,62923.91,62997.98,62789.16,62938.97,731.18198
7/1/2024 10:00,62938.97,62977.99,62781.05,62852.24,615.27621
7/1/2024 11:00,62852.24,62858,62593.07,62662.09,1009.76623
7/1/2024 12:00,62662.09,62900,62641.99,62882,684.19991
7/1/2024 13:00,62882,63081.11,62497.2,62685.27,1326.77132
7/1/2024 14:00,62685.27,62944,62610.35,62826.02,1425.79805
7/1/2024 15:00,62826.02,63166.11,62815.63,63132.9,1077.93682
7/1/2024 16:00,63132.9,63338.12,62966.77,63119.33,1324.97385
7/1/2024 17:00,63119.33,63697.66,63056.83,63697.66,1361.75841
7/1/2024 18:00,63697.66,63861.76,63438.45,63649.99,1532.83742
7/1/2024 19:00,63649.99,63649.99,63071.36,63226.78,1260.38786
7/1/2024 20:00,63226.78,63423.48,63162.06,63292.53,543.30696
7/1/2024 21:00,63292.53,63292.53,63036.82,63130.01,342.5251
7/1/2024 22:00,63130.01,63162.5,62804.6,62975.1,658.76429
7/1/2024 23:00,62975.1,63037.18,62834,62899.99,454.53836
7/2/2024 0:00,62900,62988,62787.42,62926.65,395.65337
7/2/2024 1:00,62926.65,62960.86,62815.71,62926,299.28933
7/2/2024 2:00,62926,63127.1,62924,62999.56,514.46846
7/2/2024 3:00,62999.56,63288.83,62991.03,63138.67,469.50682
7/2/2024 4:00,63138.68,63245.8,63038.01,63038.01,532.00551
7/2/2024 5:00,63038.02,63094.73,63002,63024,265.73488
7/2/2024 6:00,63024,63048.86,62818.72,62866,698.37544
7/2/2024 7:00,62866.01,62880,62580,62629.99,1022.41571
7/2/2024 8:00,62630,62746.55,62401.23,62670.01,1141.20358
7/2/2024 9:00,62670.01,62795.68,62601.18,62650.01,1695.32553
7/2/2024 10:00,62650.01,62801.05,62485.63,62715.98,787.71878
7/2/2024 11:00,62715.98,62866.2,62616.28,62832.01,514.78225
7/2/2024 12:00,62832.01,63042.91,62723.79,62878.45,673.25581
7/2/2024 13:00,62878.45,63152,62517.81,62626.92,1356.82371
7/2/2024 14:00,62626.92,62730,61867.29,62035.43,2827.22625
7/2/2024 15:00,62035.43,62160.04,61823.74,61948.08,1109.28372
7/2/2024 16:00,61948.08,62026.45,61806.28,61920.89,889.07011
7/2/2024 17:00,61920.9,62152.2,61888,62147.98,462.22418
7/2/2024 18:00,62147.99,62368.81,62141.81,62330.01,814.72882
7/2/2024 19:00,62330.01,62367.51,61884.01,61939.1,675.61066
7/2/2024 20:00,61939.1,62080.73,61875.55,62012.01,458.46831
7/2/2024 21:00,62012.01,62089.61,61903.41,61958.02,440.44409
7/2/2024 22:00,61958.03,62113.63,61958.02,62090.01,298.89309
7/2/2024 23:00,62090.01,62181.24,62078.53,62135.47,230.61034
7/3/2024 0:00,62135.46,62285.94,62093.36,62094.02,364.83454
7/3/2024 1:00,62094.02,62218,61228.8,61617.91,1595.13007
7/3/2024 2:00,61617.9,61617.91,61245.96,61362,1459.75063
7/3/2024 3:00,61362.01,61371.19,60600,60987.99,1725.86161
7/3/2024 4:00,60988,60988,60816,60883.9,581.25951
7/3/2024 5:00,60883.89,61121.52,60859.53,61121.52,574.89166
7/3/2024 6:00,61121.52,61181.84,60976.56,61014,589.70734
7/3/2024 7:00,61014,61029.39,60845.01,60870.01,610.74449
7/3/2024 8:00,60870.01,60978.19,60390,60497.59,2958.54949
7/3/2024 9:00,60497.6,60667.18,60320,60606.01,1299.50781
7/3/2024 10:00,60606.02,60618,59600,60383.99,3193.58654
7/3/2024 11:00,60384,60480,60112,60386.01,1394.4349
7/3/2024 12:00,60386.01,60386.01,59921.17,60028.01,2089.2335
7/3/2024 13:00,60028.01,60640.1,59752.29,60589.99,2204.25102
7/3/2024 14:00,60590,60740.2,60263.09,60281.15,1443.10295
7/3/2024 15:00,60281.16,60464,59972.72,60186.25,1463.38751
7/3/2024 16:00,60186.25,60655.56,60100,60495.98,1631.44953
7/3/2024 17:00,60495.99,60515.99,60200,60371.34,723.54543
7/3/2024 18:00,60371.34,60446.06,60240,60248.01,652.73398
7/3/2024 19:00,60248,60248,59666,59671.1,1926.2088
7/3/2024 20:00,59671.11,59871.1,59581.71,59609.26,1248.26735
7/3/2024 21:00,59609.25,60340,59400,60247.59,1489.42615
7/3/2024 22:00,60247.58,60371.57,60125.49,60316.01,597.49829
7/3/2024 23:00,60316.02,60374.82,60208.57,60208.58,342.74817
7/4/2024 0:00,60208.57,60475.91,60208.57,60430.01,772.75767
7/4/2024 1:00,60430.01,60498.19,58444,58561.1,5938.30437
7/4/2024 2:00,58561.1,59106.84,57800.01,58972.13,5843.69019
7/4/2024 3:00,58972.13,59155.8,58815.94,59102,937.02902
7/4/2024 4:00,59102,59150,58724.98,58968.36,794.32045
7/4/2024 5:00,58968.37,59036,58865.27,58902,622.79698
7/4/2024 6:00,58902,59076.18,58535.8,58795.99,1422.51266
7/4/2024 7:00,58796,58857.99,58104,58219.99,2155.52292
7/4/2024 8:00,58219.99,58506.18,57238.68,57688.46,4505.25499
7/4/2024 9:00,57688.46,57873.53,56952,57748,5315.27006
7/4/2024 10:00,57748.01,57952.95,57427.71,57946.43,1933.09234
7/4/2024 11:00,57946.43,58118.96,57680.01,57761.94,1486.45328
7/4/2024 12:00,57761.95,57761.95,57161.55,57247.98,1939.81743
7/4/2024 13:00,57247.98,57504.38,56771,57420.02,4993.42892
7/4/2024 14:00,57420.02,57539.05,56853.77,57450.25,2342.16352
7/4/2024 15:00,57450.25,58350.19,57356.78,58140,2842.22538
7/4/2024 16:00,58140,58397.6,57752.27,58304.59,1571.84699
7/4/2024 17:00,58304.59,58383.99,58100,58240,1092.21756
7/4/2024 18:00,58239.99,58370,57938,58168,1121.46865
7/4/2024 19:00,58168,58676.24,58141.66,58283.62,1223.74873
7/4/2024 20:00,58283.62,58358.99,58130.01,58358.99,556.15671
7/4/2024 21:00,58358.99,58647.22,58288.33,58494.01,536.35292
7/4/2024 22:00,58494,58813.13,58000,58038.84,1145.55546
7/4/2024 23:00,58038.84,58112.84,56866,57050.01,3476.78556
7/5/2024 0:00,57050.02,57546,56690,57375.99,3851.72797
7/5/2024 1:00,57375.99,57442,56807,57172.01,1707.54925
7/5/2024 2:00,57172.02,57243.1,55458.7,55766.32,5980.46353
7/5/2024 3:00,55766.32,55992.58,55000,55227.99,7303.17042
7/5/2024 4:00,55228,55356.42,53485.93,53941.1,8101.4433
7/5/2024 5:00,53941.1,54812.96,53801.1,54806.02,3720.21877
7/5/2024 6:00,54806.02,54818.3,53871.16,54283.99,3370.60261
7/5/2024 7:00,54283.99,54449.36,53971.01,54415.05,3156.24476
7/5/2024 8:00,54415.04,54460.86,54070.99,54088,2005.28745
7/5/2024 9:00,54088,54734.34,53900,54528,3533.65276
7/5/2024 10:00,54528,55367.12,54410,54987.99,3715.18606
7/5/2024 11:00,54987.99,55650,54987.99,55486.5,4803.93237
7/5/2024 12:00,55486.51,55950,54987.99,55052.81,5135.72846
7/5/2024 13:00,55052.8,55884.69,54828.52,55829.99,3475.30001
7/5/2024 14:00,55830,55896.32,55350,55753.98,2873.83996
7/5/2024 15:00,55753.99,56678.19,55663.89,56662,5115.50999
7/5/2024 16:00,56662.99,56936.84,56150,56448.15,3936.07423
7/5/2024 17:00,56448.15,57040.02,56301.1,56453.18,2496.04522
7/5/2024 18:00,56453.19,56724.13,55779.33,56546.16,2853.72204
7/5/2024 19:00,56546.15,56746.89,56330.41,56465.42,1304.2608
7/5/2024 20:00,56465.41,56516.01,56315,56351.1,762.63204
7/5/2024 21:00,56351.09,56791.1,56345.6,56517.61,709.90641
7/5/2024 22:00,56517.61,56735.99,56400,56621.09,704.71942
7/5/2024 23:00,56621.09,56866,56616.01,56628.79,731.02973
7/6/2024 0:00,56628.79,56998,56355.08,56601.1,1897.62293
7/6/2024 1:00,56601.1,56611.99,56208,56219.64,1228.29135
7/6/2024 2:00,56219.65,56498.01,56170.5,56440,772.35208
7/6/2024 3:00,56439.99,56520,56268.17,56410,532.14682
7/6/2024 4:00,56409.99,56417.99,56044,56059.49,646.75253
7/6/2024 5:00,56059.49,56489.53,56018,56362.54,921.19883
7/6/2024 6:00,56362.54,56568,56346.84,56417.35,685.24972
7/6/2024 7:00,56417.36,56683.9,56401.1,56606,836.95444
7/6/2024 8:00,56606,56657.75,56506.99,56557.81,513.34555
7/6/2024 9:00,56557.81,56780.01,56436.78,56766,623.60432
7/6/2024 10:00,56765.99,56876.33,56650,56780,726.2433
7/6/2024 11:00,56780.01,56799.99,56660.16,56731.42,498.18708
7/6/2024 12:00,56731.42,56796.97,56500,56755.47,794.0109
7/6/2024 13:00,56755.48,57299,56659.77,56991.1,1340.27779
7/6/2024 14:00,56991.09,57127.64,56699.97,57058.91,1253.3265
7/6/2024 15:00,57058.9,57441.1,56927.81,57317.98,1491.52352
7/6/2024 16:00,57317.99,58113,57185.76,57852.62,2509.53257
7/6/2024 17:00,57852.62,58031.67,57746.75,57965.19,807.81837
7/6/2024 18:00,57965.2,58021.1,57746.41,57786.98,575.95861
7/6/2024 19:00,57786.98,57931.77,57732,57857.99,379.20226
7/6/2024 20:00,57857.99,58225.14,57836,57971.99,747.23618
7/6/2024 21:00,57971.99,58278.07,57806.92,57868.01,501.87488
7/6/2024 22:00,57868.01,58117.99,57868,58106.46,426.71547
7/6/2024 23:00,58106.46,58475,58102.73,58230.13,941.88958
7/7/2024 0:00,58230.13,58301.31,57914.14,57931.79,748.40443
7/7/2024 1:00,57931.79,58318.69,57838,58114,691.14869
7/7/2024 2:00,58114,58449.46,58113.99,58359.99,797.59177
7/7/2024 3:00,58359.99,58364,57855.82,57963.45,893.83356
7/7/2024 4:00,57963.46,58007.87,57575,57598,1168.23984
7/7/2024 5:00,57598,57800,57416,57648,799.49719
7/7/2024 6:00,57647.99,57789.18,57609.31,57646.15,402.83454
