date,open,high,low,close,volume,name
11/6/2007,221.74,224.07,213.59,223.16,15577207,GS
11/7/2007,218.9,221.79,213.16,214.18,13216576,GS
11/8/2007,213.67,218,201.57,209.94,20304817,GS
11/9/2007,202.57,218.59,202.57,211.33,16986644,GS
11/12/2007,210.9,221.19,208.24,214.71,14408973,GS
11/13/2007,220.94,233.04,218.34,233.04,17403552,GS
11/14/2007,239.75,240.05,231.04,233.31,13943209,GS
11/15/2007,230.11,233.69,223.74,227.02,10243089,GS
11/16/2007,228.26,229.57,222.57,225.25,10083550,GS
11/19/2007,223.52,228.4,216.62,220.54,11008589,GS
11/20/2007,220.4,226.23,213.5,217.48,13435135,GS
11/21/2007,213.41,215.27,206.44,209.5,14876640,GS
11/23/2007,212.52,216.48,211.8,216.48,4738758,GS
11/26/2007,214.65,217.45,205.42,207.45,9809739,GS
11/27/2007,210,213.98,206.19,213.33,11947565,GS
11/28/2007,217.58,227.86,214.69,227.52,15711578,GS
11/29/2007,226.02,228.31,222.5,224.38,9774201,GS
11/30/2007,232.65,234.22,224.77,226.64,11879349,GS
12/3/2007,226.09,229.35,223.6,226.89,6800951,GS
12/4/2007,221.06,223.46,215.22,215.22,10736715,GS
12/5/2007,219.46,220,214.23,218.26,12960932,GS
12/6/2007,214.5,223.35,214.29,222.51,9987567,GS
12/7/2007,223.01,224.04,217.03,217.89,7798793,GS
12/10/2007,219.19,224.31,218.01,224.21,8413555,GS
12/11/2007,224.11,227.45,210.69,211.15,12788790,GS
12/12/2007,217.05,220.85,208.5,212.58,18046031,GS
12/13/2007,209.85,214.24,204.94,208.48,17275926,GS
12/14/2007,208.74,215.2,207.7,210.67,10350037,GS
12/17/2007,209.76,211.81,207,208.63,13330844,GS
12/18/2007,209.8,210.53,196.9,201.51,30024515,GS
12/19/2007,202.68,206.1,200.64,204.16,11899526,GS
12/20/2007,206.06,206.72,200.65,202.67,10107964,GS
12/21/2007,205.85,210.25,205.02,209.6,10859809,GS
12/24/2007,211,214.95,210.7,214.32,3419397,GS
12/26/2007,214.09,217.37,211.55,216.69,4290706,GS
12/27/2007,214.88,217.8,211.95,211.95,5305710,GS
12/28/2007,214.45,214.77,211.81,211.94,4209633,GS
12/31/2007,211.59,216.79,209.5,215.05,5834295,GS
1/2/2008,214.8,215.05,206.6,207.6,9575516,GS
1/3/2008,208.92,209.04,204.14,204.84,7753580,GS
1/4/2008,201,204,198.29,199.93,10158880,GS
1/7/2008,200.23,200.25,189.99,194.73,16044348,GS
1/8/2008,195.81,199.5,189,189.5,13556192,GS
1/9/2008,189.04,192.2,183.7,191.75,15905396,GS
1/10/2008,189.35,199.4,187.04,196.91,14830471,GS
1/11/2008,196.96,200.68,194.57,198.74,12401606,GS
1/14/2008,200.17,202.22,199.03,201.65,9400967,GS
1/15/2008,199.55,199.55,192.36,193.29,11298972,GS
1/16/2008,193.31,201.78,192.4,197.5,13030244,GS
1/17/2008,198.29,199.5,189.66,190.98,12287187,GS
1/18/2008,192.17,193.39,184.6,187.21,14976532,GS
1/22/2008,178.17,192.83,174.05,190.69,19035689,GS
1/23/2008,186.04,199.97,184.59,199.39,17638086,GS
1/24/2008,200.1,201,194.2,199.2,11993205,GS
1/25/2008,201.51,202,189.91,191.37,14019415,GS
1/28/2008,190.62,196.46,190.62,196.25,10219501,GS
1/29/2008,197.04,198.36,194.07,196.05,7164649,GS
1/30/2008,195.27,205.97,193.4,198.55,17597806,GS
1/31/2008,196.45,203.21,195,199.55,14805441,GS
2/1/2008,199.15,208.78,198,207.78,12208934,GS
2/4/2008,207.84,208,199.2,200.8,9075568,GS
2/5/2008,194.66,197.31,189.61,189.86,13279664,GS
2/6/2008,191.48,192.85,186.25,187.17,9957951,GS
2/7/2008,185.77,193.77,185.32,190.46,10840969,GS
2/8/2008,189,190.64,185.7,187.07,7869649,GS
2/11/2008,187.87,190,185.5,185.87,8877014,GS
2/12/2008,186.18,186.25,178.5,180.65,18401450,GS
2/13/2008,180.29,181.73,176.5,180.18,13937656,GS
2/14/2008,178.5,181.1,176.5,176.56,11000278,GS
2/15/2008,175.1,178.79,173.37,178.41,12451811,GS
2/19/2008,180.31,181.37,172.68,173.8,10368656,GS
2/20/2008,171.97,178.85,171.82,177.25,10797346,GS
2/21/2008,178.5,179.2,174.72,175.17,8207919,GS
2/22/2008,175.55,178,171.39,177.71,9634042,GS
2/25/2008,175.35,178,172.07,177.36,12849606,GS
2/26/2008,175.48,178,171.87,172.7,11519895,GS
2/27/2008,171.84,181.28,171.51,180.8,15907398,GS
2/28/2008,180.28,180.28,175.57,176.7,8828301,GS
2/29/2008,174.39,175.54,169,169.63,11116519,GS
3/3/2008,169.29,169.29,164.31,165.08,11924499,GS
3/4/2008,163.61,166.44,160.2,163.6,17893373,GS
3/5/2008,163.91,168.31,162.67,164.97,13279187,GS
3/6/2008,162.95,163.59,158.13,158.65,15134337,GS
3/7/2008,157,163.32,157,160.07,15229792,GS
3/10/2008,159.99,164.78,155.23,155.58,13730297,GS
3/11/2008,161.9,164.84,157.5,163.07,20525226,GS
3/12/2008,164.03,170.06,162.61,163.01,14453646,GS
3/13/2008,160.44,167.3,156.76,165.44,18621902,GS
3/14/2008,167,167.8,155,156.86,27107528,GS
3/17/2008,142.03,154.12,140.27,151.02,38663347,GS
3/18/2008,164.96,175.88,159.76,175.59,43281932,GS
3/19/2008,177.94,178.46,165.4,166.49,24182259,GS
3/20/2008,166.3,180.36,166.21,179.63,20808258,GS
3/24/2008,179,184.52,176.15,178.88,15645554,GS
3/25/2008,177.51,182.65,177.14,179.63,11667615,GS
3/26/2008,178.49,179.05,174.33,175.48,11614335,GS
3/27/2008,176.61,177.24,167.38,168.14,15202277,GS
3/28/2008,169.57,170.5,163.39,164.45,11981376,GS
3/31/2008,164.17,168.49,162.85,165.39,8983768,GS
4/1/2008,171.49,176.99,170.21,176.86,14695805,GS
4/2/2008,177,181.62,176.1,176.87,12048950,GS
4/3/2008,174.79,179.15,172.88,176.53,10756471,GS
4/4/2008,176.55,179.33,174,175.4,8500250,GS
4/7/2008,178.56,181.75,176.93,178.73,10285298,GS
4/8/2008,177.3,181.5,176.76,178.9,8632897,GS
4/9/2008,178.25,178.9,173.15,174.14,11428050,GS
4/10/2008,173.9,173.9,168.87,170.55,14753307,GS
4/11/2008,168,171.87,166.87,167.3,11359077,GS
4/14/2008,166.45,167.55,163.35,163.59,9859310,GS
4/15/2008,165.06,165.95,161.68,164.2,9137686,GS
4/16/2008,166.15,169.17,165.91,169.05,9344738,GS
4/17/2008,167.74,173.5,167.1,172.1,8731920,GS
4/18/2008,176.91,183.03,176.91,179.93,16884900,GS
4/21/2008,179.57,181.75,178.29,180.4,7820891,GS
4/22/2008,179.78,181.37,178.5,179.76,6128240,GS
4/23/2008,180.84,183.2,178,179.35,7438973,GS
4/24/2008,180.34,189.39,179.36,188.79,13187662,GS
4/25/2008,190.26,192.49,188.37,192,12191761,GS
4/28/2008,192.49,192.5,189.89,190.24,6257366,GS
4/29/2008,190.25,192.68,188.25,192.68,7130737,GS
4/30/2008,193.38,194.93,189.82,191.37,10354116,GS
5/1/2008,191.77,199.19,190.85,199.05,9484110,GS
5/2/2008,203.39,203.39,198,200.27,9437548,GS
5/5/2008,198.61,201.12,196.15,197.12,6390030,GS
5/6/2008,194.6,199.25,193.11,197.61,7508699,GS
5/7/2008,197.6,198.44,189.54,189.76,7075878,GS
5/8/2008,190.75,191.39,185.26,187.72,9868032,GS
5/9/2008,186.02,189.98,185.69,188.09,6469332,GS
5/12/2008,189.45,192.7,187.34,192.08,5657558,GS
5/13/2008,191.18,193,189.02,190.33,5777852,GS
5/14/2008,190.6,192.49,189.34,190.13,5032818,GS
5/15/2008,189.78,189.8,185.32,188.62,8016341,GS
5/16/2008,189.55,189.61,186,187.14,6147753,GS
5/19/2008,185.67,189.32,183.47,184.4,7011708,GS
5/20/2008,183.33,184.9,181.25,182.43,6890717,GS
5/21/2008,182.55,183.66,178.01,178.6,9070264,GS
5/22/2008,176.2,179.92,175,177.2,8684576,GS
5/23/2008,176.01,176.5,171.23,172.64,8147329,GS
5/27/2008,171.76,174.7,170.8,173.92,8420879,GS
5/28/2008,174.76,175.93,172.21,174.83,7245771,GS
5/29/2008,174.49,179.5,174,176.24,7757324,GS
5/30/2008,177.8,178.86,175.85,176.41,5698926,GS
6/2/2008,177,177.7,170.81,172.34,9848401,GS
6/3/2008,173.35,173.66,167.6,170.58,13313160,GS
6/4/2008,170,175.56,169.55,172.1,10777959,GS
6/5/2008,173.21,177.44,173.19,176.6,9722894,GS
6/6/2008,175.07,175.07,169.44,169.44,10560798,GS
6/9/2008,170.85,172.68,163.35,165.76,12999964,GS
6/10/2008,163.75,169.43,163.21,167.21,11015312,GS
6/11/2008,167,167.25,161.21,162.4,16470206,GS
6/12/2008,163.24,169.69,163.24,166.75,11769076,GS
6/13/2008,169.47,178.56,169.4,178.29,14344603,GS
6/16/2008,177.74,184.75,176.61,182.09,16376266,GS
6/17/2008,185.04,185.89,179.14,179.44,24425934,GS
6/18/2008,176.66,185.35,175.56,182.77,16222581,GS
6/19/2008,183.69,186.98,181.11,186.93,10590015,GS
6/20/2008,185.02,186.7,182.85,183.77,11331684,GS
6/23/2008,184.6,184.6,177.01,178.59,9862961,GS
6/24/2008,177.62,184.6,177.34,181.98,12663500,GS
6/25/2008,183.11,187.01,183.09,183.65,10842483,GS
6/26/2008,179.01,180.5,175.2,176.26,13604488,GS
6/27/2008,177.01,178.28,172.29,174.56,12671227,GS
6/30/2008,175.56,178.26,173.29,174.9,9383965,GS
7/1/2008,173.13,177.06,170.23,175.33,13940657,GS
7/2/2008,176.77,182.64,175.19,178.79,16258602,GS
7/3/2008,180.3,182.36,178.26,178.89,6189608,GS
7/7/2008,180.69,181.91,167.39,169.82,17013943,GS
7/8/2008,171.37,176,166.74,174.9,16790961,GS
7/9/2008,175.85,177.47,167.5,169.02,12909728,GS
7/10/2008,167.51,173.3,166.25,170.16,14106506,GS
7/11/2008,166.35,167.88,158.5,162.48,24827373,GS
7/14/2008,167.92,168,158.57,158.67,15950559,GS
7/15/2008,157.04,163.61,152.25,157.8,25593141,GS
7/16/2008,161.21,173.27,159.15,172.86,19370786,GS
7/17/2008,175.62,184.45,174.85,181.24,24820386,GS
7/18/2008,183.08,183.5,178.06,182.84,11722403,GS
7/21/2008,184.16,184.65,179.05,180.78,8844042,GS
7/22/2008,178.46,188.04,177.3,188.04,11268090,GS
7/23/2008,187.98,190.04,184.69,187.87,9879980,GS
7/24/2008,188.49,188.49,179.77,180.26,8828029,GS
7/25/2008,181.26,182,176.17,178.66,7233855,GS
7/28/2008,178.94,182.28,172.23,172.9,9265038,GS
7/29/2008,174.63,181.88,173.36,181.63,11150614,GS
7/30/2008,184,186.83,180.96,186.17,9864139,GS
7/31/2008,183.06,186.07,182.4,184.04,6062923,GS
8/1/2008,185,186,178.66,182,7495596,GS
8/4/2008,179.66,180.59,176.2,177.86,7551813,GS
8/5/2008,178.89,180.83,175.5,180.77,8773278,GS
8/6/2008,179,180.9,177.5,179.55,5832907,GS
8/7/2008,177.22,178.5,171.15,172.33,9107194,GS
8/8/2008,172.76,178.45,172.02,175.95,6634590,GS
8/11/2008,176.38,183.2,175.07,178,8799107,GS
8/12/2008,173.3,173.48,166.56,167.3,14025367,GS
8/13/2008,167,169.4,162.4,164.9,12391571,GS
8/14/2008,164.61,168.9,164.11,166.59,8664914,GS
8/15/2008,167.4,167.69,162.34,163.18,8386968,GS
8/18/2008,162.26,162.68,159.7,160.04,7421010,GS
8/19/2008,158.49,161.75,156.9,158,8967016,GS
8/20/2008,158.13,160.44,155.3,158.25,9443396,GS
8/21/2008,155.79,158,152.59,156.42,14535715,GS
8/22/2008,159.99,160.81,156.8,159.81,8323016,GS
8/25/2008,158.59,158.66,155.11,155.71,6125543,GS
8/26/2008,155.51,157.86,153.38,155.91,5997125,GS
8/27/2008,154.71,155.88,153.41,155.48,6660146,GS
8/28/2008,157.24,161.83,156.67,161.83,8567945,GS
8/29/2008,160.56,165,160.27,163.97,7586782,GS
9/2/2008,167.5,168.91,162.7,165.32,8368061,GS
9/3/2008,163.97,167.92,162.03,167.61,6674909,GS
9/4/2008,166.15,167.5,160,160.9,7791716,GS
9/5/2008,157.77,163.71,157.72,163.24,7539084,GS
9/8/2008,171,172.45,162.51,169.73,14981505,GS
9/9/2008,167.3,168.38,160.5,161.67,12439434,GS
9/10/2008,159.9,161,155.73,157.59,12940767,GS
9/11/2008,151.36,159.42,149.87,157.03,20755247,GS
9/12/2008,154.38,161.77,152.35,154.21,15628779,GS
9/15/2008,142.28,151.4,130.43,135.5,42519232,GS
9/16/2008,116,135.29,116.13,133.01,48236273,GS
9/17/2008,120.8,126.6,97.78,114.5,112060390,GS
9/18/2008,106,120,85.88,108,114590630,GS
9/19/2008,142.51,144.98,115.5,129.8,43215372,GS
9/22/2008,132.78,135.64,120.43,120.78,21938674,GS
9/23/2008,118.89,125.95,113.01,125.05,20448512,GS
9/24/2008,128.44,133.7,126.02,133,46624023,GS
9/25/2008,134.25,137.99,128.76,135.5,19172064,GS
9/26/2008,132.49,137.99,129.51,137.99,15809462,GS
9/29/2008,134.49,134.62,105,120.7,24147518,GS
9/30/2008,126.89,130,124.5,128,13133789,GS
10/1/2008,127.32,135.35,124.99,134.5,13848929,GS
10/2/2008,132.17,133.21,128.05,131.54,10897068,GS
10/3/2008,132.84,142,126.94,128,16083992,GS
10/6/2008,122.1,127.17,115,124,21370632,GS
10/7/2008,127.51,127.51,112.02,115,17188581,GS
10/8/2008,110,121,107.55,113,18228094,GS
10/9/2008,117.75,118.94,100,101.35,28160966,GS
10/10/2008,86.11,99.4,74,88.8,71348025,GS
10/13/2008,98.93,115.65,91,111,45444885,GS
10/14/2008,125.97,128,117.32,122.9,41612476,GS
10/15/2008,114.45,120.71,110.79,113.15,22257707,GS
10/16/2008,115,118.49,104,112.4,27910831,GS
10/17/2008,110.24,118.59,107,114.3,18417511,GS
10/20/2008,117.55,123.8,115.65,121.5,16909655,GS
10/21/2008,120.84,123.62,118.83,121.35,13589975,GS
10/22/2008,117.19,120.19,111,115.06,15468050,GS
10/23/2008,113.98,116,101.71,108.58,25532093,GS
10/24/2008,96,105,96,100.4,24501920,GS
10/27/2008,96.8,102,91.47,92.88,20607561,GS
10/28/2008,96.99,97.25,82.22,93.57,50081173,GS
10/29/2008,93.35,102.71,88.66,97.66,27773777,GS
10/30/2008,101.16,101.25,88.01,91.11,29700380,GS
10/31/2008,88.98,95,87.2,92.5,24886925,GS
11/3/2008,92,95.25,87.31,89.09,19805736,GS
11/4/2008,90.69,95,87.18,95,22198307,GS
11/5/2008,92.78,94.71,86.5,87.43,15701442,GS
11/6/2008,85.91,88.8,79.41,80.72,25966344,GS
11/7/2008,81.45,81.85,75,77.78,31457364,GS
11/10/2008,78.77,79.22,68.51,71.21,47529674,GS
11/11/2008,69.88,75.42,66.68,74.68,47603417,GS
11/12/2008,71.99,73.64,64.54,66.79,34436556,GS
11/13/2008,67.79,70.4,61.02,69.99,40002800,GS
11/14/2008,67.85,70,65.12,66.73,22186261,GS
11/17/2008,64.79,66.33,61.75,62.49,20307959,GS
11/18/2008,62.73,65.5,60.56,62.03,25755349,GS
11/19/2008,61.33,63.45,54.54,55.18,30490814,GS
11/20/2008,54,57.54,49,52,55617937,GS
11/21/2008,54.54,54.54,47.41,53.31,39597150,GS
11/24/2008,56.13,70.1,55.27,67.42,44623330,GS
11/25/2008,71.41,74.5,66.52,71.78,38668458,GS
11/26/2008,69.63,78.45,69.4,76.5,25013949,GS
11/28/2008,75.94,81.19,74.24,78.99,11534700,GS
12/1/2008,75.8,75.8,64.19,65.76,28607889,GS
12/2/2008,63.65,67,60.22,65,35326998,GS
12/3/2008,63.07,69.87,62.12,68.95,29041747,GS
12/4/2008,68.19,70.65,66.04,67.53,23839952,GS
12/5/2008,66.76,71.2,65.02,70.72,23970750,GS
12/8/2008,73.87,78.53,73.52,77.15,22760190,GS
12/9/2008,75.42,77.87,71.56,72.77,17137543,GS
12/10/2008,73.8,73.9,69.35,71.53,14107096,GS
12/11/2008,70.35,74,69.09,69.71,15488329,GS
12/12/2008,65.7,70.55,65.5,67.74,15813137,GS
12/15/2008,67.12,68.31,65.11,66.46,13831522,GS
12/16/2008,69.57,78,68.54,76,44131051,GS
12/17/2008,75.33,81.29,74.14,78.78,25152465,GS
12/18/2008,79.67,81.19,78.25,80.05,20000037,GS
12/19/2008,79.37,80.73,77.65,80.73,20385359,GS
12/22/2008,80,80.13,74.89,77,13178763,GS
12/23/2008,77.41,78,75.05,75.2,9714665,GS
12/24/2008,75.54,76.74,75.26,76.44,3166282,GS
12/26/2008,76.83,77.44,75.31,75.97,4680445,GS
12/29/2008,76.43,77.11,75.03,76.56,6334491,GS
12/30/2008,77.29,82.06,76.31,82.06,11044035,GS
12/31/2008,82.24,86.15,81.12,84.39,14899582,GS
1/2/2009,84.02,87.62,82.19,86.76,14139228,GS
1/5/2009,85.81,90.95,85.46,88.78,16009641,GS
1/6/2009,90.05,92.2,87.72,88.71,21555887,GS
1/7/2009,86.91,87.85,83.65,84.5,12589410,GS
1/8/2009,83.52,86.52,82.68,85.41,13448016,GS
1/9/2009,85.91,86.87,80.41,83.92,12226114,GS
1/12/2009,83.36,83.76,76.43,77.67,15778764,GS
1/13/2009,74.16,78.88,73.71,77.92,25866499,GS
1/14/2009,75.88,76.88,73.45,75.69,18422528,GS
1/15/2009,75.03,76.2,69,73.83,25823352,GS
1/16/2009,75.98,76.5,69.95,73.05,26051647,GS
1/20/2009,69.6,70.26,59.13,59.2,33135562,GS
1/21/2009,63.39,70.1,63.25,69.9,38183318,GS
1/22/2009,67.28,73.69,65.53,71.03,24608185,GS
1/23/2009,67.87,75.35,67.12,74.91,21924074,GS
1/26/2009,76.06,78.75,72.77,74.2,18744776,GS
1/27/2009,75.51,78.65,74.77,78.26,20691123,GS
1/28/2009,84.28,89.1,83.37,87.7,34388608,GS
1/29/2009,85.13,86.59,82.12,82.72,21634815,GS
1/30/2009,83.59,84.78,79.35,80.73,20351034,GS
2/2/2009,78.78,84,78.57,83.57,18487865,GS
2/3/2009,84.3,84.5,79.8,82.81,19445931,GS
2/4/2009,83.7,89.92,83.45,87.97,29780451,GS
2/5/2009,86.77,94.7,86.26,92.85,33850338,GS
2/6/2009,94.27,96.58,91.56,96.57,26559786,GS
2/9/2009,97.02,98.66,94.63,97.89,18745502,GS
2/10/2009,96.79,97.89,89.7,90.4,29866528,GS
2/11/2009,91.75,94.94,90.42,94.71,19561384,GS
2/12/2009,92.65,96.2,91.47,95.58,22915372,GS
2/13/2009,95,97.98,94.5,96.45,22980565,GS
2/17/2009,92.26,92.48,84.79,85.71,31085792,GS
2/18/2009,87.69,87.69,81.07,84.5,32610761,GS
2/19/2009,86.41,88.87,85.53,86.01,24479315,GS
2/20/2009,81.95,87.15,79.27,84.59,36151895,GS
2/23/2009,86.51,87.77,79.79,80.07,22305565,GS
2/24/2009,81.53,93.09,81.51,92.98,33115900,GS
2/25/2009,91.55,93.5,87.3,89.92,36253684,GS
2/26/2009,92.3,94,90.02,92.15,27519668,GS
2/27/2009,88.63,93.38,87.5,91.08,26046640,GS
3/2/2009,87.86,90.21,85.56,86.27,24074128,GS
3/3/2009,88.33,88.84,80.29,82.37,30943519,GS
3/4/2009,84.9,88,81.5,85.47,28053665,GS
3/5/2009,82.88,85.7,79.35,81.72,24833125,GS
3/6/2009,82.33,84.48,73.25,75.65,33492921,GS
3/9/2009,73.77,77.4,72.78,73.95,23656424,GS
3/10/2009,77.68,85.45,77.1,85.28,35007177,GS
3/11/2009,86.89,93.5,85.58,92.39,38005897,GS
3/12/2009,92.03,97.5,90.18,97.25,30824626,GS
3/13/2009,97.79,99.84,95.64,98.8,30963595,GS
3/16/2009,100.33,101.41,93.19,93.9,28250021,GS
3/17/2009,92.64,99.01,92.55,98.99,23362016,GS
3/18/2009,97.58,106.79,96.7,105.25,34385290,GS
3/19/2009,104.65,105.77,99.26,99.3,28584222,GS
3/20/2009,99.51,100.5,95.1,97.32,29143142,GS
3/23/2009,102.5,111.93,101.3,111.93,33595204,GS
3/24/2009,110.59,115.65,109.34,110.6,30924648,GS
3/25/2009,111.13,113.91,106.13,112.95,32808129,GS
3/26/2009,112,113.19,109.45,111.99,28851131,GS
3/27/2009,109.61,111.5,107.82,108.08,21572565,GS
3/30/2009,104.11,105.05,100.46,100.46,21363797,GS
3/31/2009,102.81,108.5,102.48,106.02,25927355,GS
4/1/2009,104.1,111.34,103.94,110.29,24882974,GS
4/2/2009,115.21,115.9,112.5,114.22,30059186,GS
4/3/2009,112.8,119.76,112.55,119.4,23692027,GS
4/6/2009,116,117.95,114.05,116.65,21100063,GS
4/7/2009,114,119.76,113.57,116.08,22188514,GS
4/8/2009,117.37,117.55,112.5,114.75,20412166,GS
4/9/2009,119.79,124.98,117.45,124.33,25610659,GS
4/13/2009,122.81,131.27,122.5,130.15,36460715,GS
4/14/2009,123.76,124.24,115.1,115.11,79935753,GS
4/15/2009,116.72,122.1,113.57,121.19,41345774,GS
4/16/2009,123.09,123.67,119.58,121.19,23580154,GS
4/17/2009,120.84,122.96,118.96,120.6,21848615,GS
4/20/2009,116.97,118.9,115,115.01,21609466,GS
4/21/2009,113.76,121.03,113.38,120.36,24778654,GS
4/22/2009,118.61,124.8,117.84,120.49,28224161,GS
4/23/2009,121.64,122.97,118.21,122.81,20137646,GS
4/24/2009,123.25,123.7,120.25,121.3,22410665,GS
4/27/2009,119.34,124.37,119.34,120.9,19131352,GS
4/28/2009,120.17,122.25,119.8,120.67,14912581,GS
4/29/2009,122.02,127.94,121.6,127.18,23009653,GS
4/30/2009,128.52,129.65,125.18,128.5,24838895,GS
5/1/2009,127.9,130.27,126.16,127.08,17540245,GS
5/4/2009,127.51,134.43,126.16,134.16,23435904,GS
5/5/2009,132.9,136.2,132.55,135.2,16813748,GS
5/6/2009,136.8,140.36,136.05,139.22,20517670,GS
5/7/2009,140.98,141.56,131.81,133.73,23188551,GS
5/8/2009,134.89,139.59,133.15,139.59,19156598,GS
5/11/2009,136.85,138.96,134.83,135.78,18395009,GS
5/12/2009,137.03,138.4,132.21,135.41,21101321,GS
5/13/2009,133.2,133.39,128.06,129.26,18621278,GS
5/14/2009,129.12,134.44,128.94,133.6,17417516,GS
5/15/2009,134.02,136.1,132.2,134.4,14754645,GS
5/18/2009,137.2,143.15,136.78,143.15,18622661,GS
5/19/2009,142.59,144.86,141.15,141.15,15331473,GS
5/20/2009,142.31,142.63,136.02,136.44,21441043,GS
5/21/2009,134.05,139.45,133.92,137.16,16135416,GS
5/22/2009,137.78,138.99,136.05,136.35,9065519,GS
5/26/2009,134.61,142.07,134.61,142.05,13775312,GS
5/27/2009,142.22,145.49,140.01,140.01,16703716,GS
5/28/2009,141.65,145.29,139.29,144.65,14805087,GS
5/29/2009,145.81,145.9,141.28,144.57,14133724,GS
6/1/2009,145.8,147.37,143.31,144.33,18407279,GS
6/2/2009,143.25,144.97,142.01,143.13,11991406,GS
6/3/2009,141.91,143.31,140.74,142.15,11812894,GS
6/4/2009,144.65,149.75,144.4,149.47,17170241,GS
6/5/2009,151.05,151.17,148.7,149.01,12820051,GS
6/8/2009,147.55,149.44,146.19,148.35,10911597,GS
6/9/2009,149,150.79,148.1,149.31,11570665,GS
6/10/2009,149.93,149.99,144.52,146.68,14355426,GS
6/11/2009,146.12,147.95,145,145.15,12086486,GS
6/12/2009,144.38,146.43,144.15,145.64,8210702,GS
6/15/2009,144.17,145.6,142.9,143.01,8745325,GS
6/16/2009,143.94,145.85,143.26,144.16,10136715,GS
6/17/2009,144.09,144.09,139.03,139.73,14054513,GS
6/18/2009,139.96,143.7,139.63,143.09,10532237,GS
6/19/2009,143.19,144.39,141.53,143.13,9474856,GS
6/22/2009,141.87,143.52,137.01,137.01,13942387,GS
6/23/2009,138.34,141.22,137.6,141.19,11061393,GS
6/24/2009,142.53,144.69,141.31,142.65,11535384,GS
6/25/2009,141.57,144.62,140.85,144.43,10139859,GS
6/26/2009,144.49,148.19,143.93,146.74,9841066,GS
6/29/2009,147.5,149.5,146.1,149.36,7840419,GS
6/30/2009,149.4,149.8,146.24,147.44,9618033,GS
7/1/2009,147.59,148.88,146.62,147.32,7506299,GS
7/2/2009,145.86,146.2,143.28,143.49,7686379,GS
7/6/2009,142.66,146.46,142.26,146.46,11761511,GS
7/7/2009,146.24,146.97,142.3,142.54,9504687,GS
7/8/2009,142.45,142.93,135.23,138.55,19403773,GS
7/9/2009,141.76,144.89,140.91,143.21,15028760,GS
7/10/2009,142.35,144.87,141.2,141.87,12685185,GS
7/13/2009,146.72,149.85,145.05,149.44,23817770,GS
7/14/2009,148.98,151.15,148.08,149.66,28816553,GS
7/15/2009,152.01,155.98,150.63,155.26,21144211,GS
7/16/2009,155,157.99,153.81,156.84,12651038,GS
7/17/2009,155.87,157.94,155.52,156.84,9620374,GS
7/20/2009,157.75,160.73,157.28,160.03,12439501,GS
7/21/2009,159.89,160.01,157.02,159.8,10894063,GS
7/22/2009,158.19,161.25,157.34,160.46,9504527,GS
7/23/2009,160.2,166.42,159.3,165.45,12293715,GS
7/24/2009,164.43,165,162.81,164.72,7298912,GS
7/27/2009,164.7,165.47,162,163.87,7618420,GS
7/28/2009,162.3,162.39,159.5,160.54,10244758,GS
7/29/2009,159.21,160.98,157.9,159.44,9114655,GS
7/30/2009,161.11,164.1,160.71,162.42,9419252,GS
7/31/2009,162.37,163.87,161.3,163.3,7722220,GS
8/3/2009,165.2,166.29,163.3,164.1,8366754,GS
8/4/2009,162.99,165.47,162.96,165.17,8811429,GS
8/5/2009,165.75,168.96,164.61,168.64,9596572,GS
8/6/2009,169.4,170.94,165.81,166.75,8203319,GS
8/7/2009,168.3,168.3,162.73,163.65,10773183,GS
8/10/2009,163.2,163.88,159.4,160.36,8912268,GS
8/11/2009,159.94,162.22,159.15,159.22,9787897,GS
8/12/2009,159.87,164.39,159.57,163.76,9850618,GS
8/13/2009,165.24,165.49,162.61,164.48,8924233,GS
8/14/2009,163.97,164.39,160.79,162.73,6756830,GS
8/17/2009,159.32,159.61,157.2,157.25,10148838,GS
8/18/2009,159.67,160.9,159.49,160.48,8092636,GS
8/19/2009,159.11,160.5,158,159.93,8840186,GS
8/20/2009,160.2,162.84,160.1,162.33,7620676,GS
8/21/2009,163.76,164.9,162.02,163.51,10419502,GS
8/24/2009,164.36,166.26,162.58,162.58,9157032,GS
8/25/2009,163.33,165.3,163.04,164.94,9125971,GS
8/26/2009,164.29,166.41,163.7,165.95,8327410,GS
8/27/2009,165.69,165.9,163.25,165.02,7890582,GS
8/28/2009,165.87,166.25,163.4,164.42,7032645,GS
8/31/2009,162.95,165.59,161.25,165.46,9108384,GS
9/1/2009,164.8,166.38,159.93,160.17,12449402,GS
9/2/2009,160.13,161.44,158.14,158.54,10752977,GS
9/3/2009,159.92,162.25,159.55,161.66,8839472,GS
9/4/2009,161.54,163.85,161.36,162.97,6223842,GS
9/8/2009,165.25,167.25,165.05,167.22,10072025,GS
9/9/2009,167.8,170.56,167.16,170.27,10199353,GS
9/10/2009,171,175.36,170.13,174.87,13491666,GS
9/11/2009,176.8,177.81,174.37,174.7,11096494,GS
9/14/2009,173.28,177.9,173.16,177.71,8031027,GS
9/15/2009,178,178,175.46,176.66,8400521,GS
9/16/2009,177.82,179.87,176.5,179.87,8706011,GS
9/17/2009,179.88,183,179.55,181.46,9677452,GS
9/18/2009,181.69,183.95,180.65,183.18,8398526,GS
9/21/2009,181.69,183.73,181.41,182.39,6368600,GS
9/22/2009,183.88,185.8,182.58,185.52,7474773,GS
9/23/2009,186.31,188,183.64,183.64,10078811,GS
